bstn,hostname,role,ip,root_ip,serialNumber,platform,model
MH-MUM-OBI,MH-MUM-OBI-B1-ST-MME-C54Q-R01,MME,100.70.252.115,null,NA,XR,ciscoN54024Z8Q2CM
KA-BLR-OZ5,KA-BLR-OZ5-C3-ST-CCE-U572-S01,CCE,100.72.6.34,100.72.6.34,21980105673GHC001809,VRP,s5720-12TP-LI-AC
MP-GWA-X88,MP-GWA-X88-C3-ST-CCE-E12T-S01,CCE,100.71.4.118,100.71.4.118,EC2316000197,EdgeCOS,ECS4100-12T
MP-VID-VDI,MP-VID-VDI-T3-AL-SBS-US57-S01,SBS,100.71.4.162,100.71.4.162,21023538368YJ3001356,VRP,s5700S-28P-LI-AC
TN-MAA-NQ7,TN-MAA-NQ7-C3-ST-CCE-UL8T-S01,CCE,100.70.230.3,100.70.230.3,2S2230003449,VRP,S5735-L8T4S-A1
TN-MAA-G62,TN-MAA-G62-C3-ST-CCE-U572-S01,CCE,100.70.230.28,100.70.230.28,21980105673GJC002854,VRP,s5720-12TP-LI-AC
KA-BLR-LF2,KA-BLR-LF2-C3-ST-CCE-UL8T-S01,CCE,100.72.6.39,100.72.6.39,21980112842SM6501485,VRP,S5735-L8T4S-A1
MH-MUM-SXD,MH-MUM-SXD-B1-AL-MME-C54Q-R01,MME,100.70.252.116,null,NA,XR,ciscoN54024Z8Q2CM
TN-MAA-TD4,TN-MAA-TD4-C3-ST-CCE-UL8X-S01,CCE,100.70.230.33,100.70.230.33,4E22C0079219,VRP,NA
MH-TAN-JGT,MH-TAN-JGT-B1-IW-MME-C54Q-R01,MME,100.70.252.120,null,NA,XR,ciscoN54024Z8Q2CM
KA-BLR-BM6,KA-BLR-BM6-C3-ST-CCE-C52A-R01,CCE,100.72.6.42,null,FOC2626R39R,IOS,ciscoN5204GAZA
TN-MAA-TE8,TN-MAA-TE8-C3-ST-CCE-UL8X-S01,CCE,100.70.230.32,100.70.230.32,4E22C0079326,VRP,NA
TN-MAA-O96,TN-MAA-O96-C3-ST-CCE-E12T-S01,CCE,100.70.230.34,100.70.230.34,EC2332000202,EdgeCOS,ECS4100-12T
TN-MAA-SL9,TN-MAA-SL9-C3-ST-CCE-U572-S01,CCE,100.70.230.30,100.70.230.30,21980105673GHC002954,VRP,s5720-12TP-LI-AC
TN-MAA-SO7,TN-MAA-SO7-C3-ST-CCE-US57-S01,CCE,100.70.230.31,100.70.230.31,21980105673GJ4002562,VRP,s5720-12TP-LI-AC
KA-BLR-Q86,KA-BLR-Q86-C3-ST-CCE-E12T-S01,CCE,100.72.6.45,100.72.6.45,EC2404000609,EdgeCOS,ECS4100-12T
TN-MAA-R14,TN-MAA-R14-C3-ST-CCE-U572-S01,CCE,100.70.230.35,100.70.230.35,21980105673GK1002446,VRP,s5720-12TP-LI-AC
MH-MUM-ENA,MH-MUM-ENA-B1-ST-MME-C54Q-R01,MME,100.70.252.16,null,NA,XR,ciscoN54024Z8Q2CM
TN-MAA-TY9,TN-MAA-TY9-C3-ST-CCE-E12T-S01,CCE,100.70.230.41,100.70.230.41,EC2316000251,EdgeCOS,ECS4100-12T
MP-DEW-HPS,MP-DEW-HPS-B3-BS-SBS-US57-S01,SBS,100.71.4.195,100.71.4.195,21023538368YJ1002912,VRP,s5700S-28P-LI-AC
MP-DEW-NL8,MP-DEW-NL8-C3-ST-CCE-UL8T-S01,CCE,100.71.4.219,100.71.4.219,2S2230004211,VRP,S5735-L8T4S-A1
MH-MUM-GOP,MH-MUM-GOP-B1-ST-MME-C54Q-R01,MME,100.70.252.119,null,NA,XR,ciscoN54024Z8Q2CM
MP-RLM-RTL,MP-RLM-RTL-T3-VM-ABS-US57-S01,ABS,100.71.4.170,100.71.4.170,21023538368YH4000697,VRP,s5700S-28P-LI-AC
MH-MUM-HKY,MH-MUM-HKY-B1-ST-MME-C54Q-R01,MME,100.70.252.160,null,NA,XR,ciscoN54024Z8Q2CM
MP-BUR-BUA,MP-BUR-BUA-T3-VM-SBS-US57-S01,SBS,100.71.4.178,100.71.4.178,21023538368YJ3002410,VRP,s5700S-28P-LI-AC
TN-MAA-UA3,TN-MAA-UA3-C3-ST-CCE-E12T-S01,CCE,100.70.230.40,100.70.230.40,EC2316000399,EdgeCOS,ECS4100-12T
KA-BLR-G14,KA-BLR-G14-C3-ST-CCE-E12T-S01,CCE,100.72.6.44,100.72.6.44,EC2344000895,EdgeCOS,ECS4100-12T
MP-DEW-ARJ,MP-DEW-ARJ-T3-VM-SBS-US57-S01,SBS,100.71.4.194,100.71.4.194,21023538368YH7000503,VRP,s5700S-28P-LI-AC
MP-SAG-TLS,MP-SAG-TLS-T3-AL-SBS-US57-S01,SBS,100.71.4.186,100.71.4.186,21023538368YJC000060,VRP,s5700S-28P-LI-AC
MH-MUM-KXC,MH-MUM-KXC-B1-IW-MME-C54Q-R01,MME,100.70.252.121,null,NA,XR,ciscoN54024Z8Q2CM
MP-DEW-ARJ,MP-DEW-ARJ-T3-VM-SBS-UL4X-S02,SBS,100.71.4.197,100.71.4.197,2S2190033243,VRP,S5735-L24T4X-D1
TN-MAA-NR8,TN-MAA-NR8-C3-ST-CCE-UL8T-S01,CCE,100.70.230.4,100.70.230.4,2S2230003511,VRP,S5735-L8T4S-A1
TN-MAA-S03,TN-MAA-S03-C3-ST-CCE-E12T-S01,CCE,100.70.230.43,100.70.230.43,EC2337001073,EdgeCOS,ECS4100-12T
TN-MAA-P39,TN-MAA-P39-C3-ST-CCE-E12T-S01,CCE,100.70.230.44,100.70.230.44,EC2524000151,EdgeCOS,ECS4100-12T
TN-MAA-VA5,TN-MAA-VA5-C3-ST-CCE-E12T-S01,CCE,100.70.230.42,100.70.230.42,EC2316000179,EdgeCOS,ECS4100-12T
MP-DEW-DWC,MP-DEW-DWC-T3-VM-ABS-US57-S02,ABS,100.71.4.218,100.71.4.218,21980105118YK5000155,VRP,s5700-28P-LI-24S-BAT
TN-MAA-Y04,TN-MAA-Y04-C3-ST-CCE-E12T-S01,CCE,100.70.230.45,100.70.230.45,EC2337001012,EdgeCOS,ECS4100-12T
MH-MUM-PKF,MH-MUM-PKF-B1-ST-MME-C54Q-R01,MME,100.70.252.18,null,NA,XR,ciscoN54024Z8Q2CM
MH-MUM-BDU,MH-MUM-BDU-B1-ST-MME-C54Q-R01,MME,100.70.252.17,null,NA,XR,ciscoN54024Z8Q2CM
MP-DEW-PU4,MP-DEW-PU4-C3-ST-CCE-UL8T-S01,CCE,100.71.4.221,100.71.4.221,2S2210010817,VRP,S5735-L8T4S-A1
KA-BLR-X33,KA-BLR-X33-C3-ST-CCE-U572-S01,CCE,100.72.6.69,100.72.6.69,21980105673GJ4002458,VRP,s5720-12TP-LI-AC
KA-BLR-X22,KA-BLR-X22-C3-ST-CCE-U572-S01,CCE,100.72.6.68,100.72.6.68,21980105673GJ4002447,VRP,s5720-12TP-LI-AC
KA-BLR-W60,KA-BLR-W60-C3-ST-CCE-US57-S01,CCE,100.72.6.67,100.72.6.67,21980105673GJ4002623,VRP,s5720-12TP-LI-AC
KA-BLR-T48,KA-BLR-T48-C3-ST-CCE-U572-S01,CCE,100.72.6.66,100.72.6.66,21980105673GJ1000472,VRP,s5720-12TP-LI-AC
MH-MUM-EXP,MH-MUM-EXP-B1-ST-MME-C54Q-R01,MME,100.70.252.162,null,NA,XR,ciscoN54024Z8Q2CM
MH-MUM-KZI,MH-MUM-KZI-B1-ST-MME-C54Q-R01,MME,100.70.252.161,null,NA,XR,ciscoN54024Z8Q2CM
KA-BLR-AH3,KA-BLR-AH3-C3-ST-CCE-U572-S01,CCE,100.72.6.70,100.72.6.70,21980105673GJ9000725,VRP,s5720-12TP-LI-AC
MH-MUM-ICF,MH-MUM-ICF-B1-ST-MME-C54Q-R01,MME,100.70.252.224,null,NA,XR,ciscoN54024Z8Q2CM
MP-REW-E59,MP-REW-E59-C3-ST-CCE-E12T-S01,CCE,100.71.46.19,100.71.46.19,EC2337001023,EdgeCOS,ECS4100-12T
MH-MUM-ULM,MH-MUM-ULM-B1-ST-MME-C54Q-R01,MME,100.70.252.193,null,NA,XR,ciscoN54024Z8Q2CM
MP-DRM-HYL,MP-DRM-HYL-T3-VM-SBS-UL4X-S02,SBS,100.71.5.37,100.71.5.37,2S2190033262,VRP,S5735-L24T4X-D1
MH-MUM-SAB,MH-MUM-SAB-B1-AL-MME-C54Q-R01,MME,100.70.252.192,null,NA,XR,ciscoN54024Z8Q2CM
MP-IND-BC5,MP-IND-BC5-C3-ST-CCE-E12T-S01,CCE,100.71.5.35,100.71.5.35,EC2404005504,EdgeCOS,ECS4100-12T
MP-DRM-HYL,MP-DRM-HYL-T3-VM-SBS-US57-S01,SBS,100.71.5.34,100.71.5.34,21023538368YHB008575,VRP,s5700S-28P-LI-AC
MP-DRM-SK6,MP-DRM-SK6-C3-ST-CCE-U572-S01,CCE,100.71.5.38,100.71.5.38,21980105673GJ8000627,VRP,s5720-12TP-LI-AC
MH-MUM-OCM,MH-MUM-OCM-B1-ST-MME-C54Q-R01,MME,100.70.252.226,null,NA,XR,ciscoN54024Z8Q2CM
KA-BLR-AW9,KA-BLR-AW9-C3-ST-CCE-U572-S01,CCE,100.72.6.71,100.72.6.71,21980105673GJ9002258,VRP,s5720-12TP-LI-AC
KA-BLR-S45,KA-BLR-S45-C3-ST-CCE-E12T-S01,CCE,100.72.6.47,100.72.6.47,EC2404000472,EdgeCOS,ECS4100-12T
MH-MUM-PFB,MH-MUM-PFB-B1-ST-MME-C54Q-R01,MME,100.70.252.225,null,NA,XR,ciscoN54024Z8Q2CM
MH-MUM-UBI,MH-MUM-UBI-B1-ST-MME-C54Q-R01,MME,100.70.252.80,null,NA,XR,ciscoN54024Z8Q2CM
MH-MUM-PWP,MH-MUM-PWP-B1-ST-MME-C54Q-R01,MME,100.70.252.81,null,NA,XR,ciscoN54024Z8Q2CM
MP-JRH-SJG,MP-JRH-SJG-T3-AL-SBS-US57-S01,SBS,100.71.5.42,100.71.5.42,21023538368YJ1002900,VRP,s5700S-28P-LI-AC
MH-MUM-EWF,MH-MUM-EWF-B1-ST-MME-C54Q-R01,MME,100.70.252.227,null,NA,XR,ciscoN54024Z8Q2CM
TN-MAA-Q16,TN-MAA-Q16-C3-ST-CCE-E12T-S01,CCE,100.70.230.47,100.70.230.47,EC2524000472,EdgeCOS,ECS4100-12T
MP-REW-PF7,MP-REW-PF7-C3-ST-CCE-UL8T-S01,CCE,100.71.46.18,100.71.46.18,2S2210010542,VRP,S5735-L8T4S-A1
MH-MUM-STF,MH-MUM-STF-B1-ST-MME-C54Q-R01,MME,100.70.252.50,null,NA,XR,ciscoN54024Z8Q2CM
MP-IND-QY5,MP-IND-QY5-C3-ST-CCE-U572-S01,CCE,100.71.54.202,100.71.54.202,21980105673GL4000986,VRP,s5720-12TP-LI-AC
MH-MUM-VBS,MH-MUM-VBS-B1-TA-MME-C54Q-R01,MME,100.70.253.1,null,NA,XR,ciscoN54024Z8Q2CM
MP-DRM-H11,MP-DRM-H11-C3-ST-CCE-E12T-S01,CCE,100.71.54.203,100.71.54.203,EC1849004710,EdgeCOS,ECS4100-12T
KA-BLR-EC3,KA-BLR-EC3-C3-ST-CCE-U572-S01,CCE,100.72.6.76,100.72.6.76,21980105673GK7000183,VRP,s5720-12TP-LI-AC
KA-BLR-FS5,KA-BLR-FS5-C3-ST-CCE-U572-S01,CCE,100.72.6.77,100.72.6.77,21980105673GJA002061,VRP,s5720-12TP-LI-AC
MH-MUM-JTW,MH-MUM-JTW-B1-AL-MME-C54Q-R01,MME,100.70.253.10,null,NA,XR,ciscoN54024Z8Q2CM
MP-BPL-BPL,MP-BPL-BPL-T2-ST-MBS-C36T-S02,MBS,100.71.65.2,100.71.65.2,FOC1603W35H,IOS,cat3560cG8TC
KA-BLR-FZ8,KA-BLR-FZ8-C3-ST-CCE-U572-S01,CCE,100.72.6.78,100.72.6.78,21980105673GH8001336,VRP,s5720-12TP-LI-AC
MP-REW-SV3,MP-REW-SV3-C3-ST-CCE-E12T-S01,CCE,100.71.65.226,100.71.65.226,EC2341000584,EdgeCOS,ECS4100-12T
MP-BPL-BPL,MP-BPL-BPL-T2-ST-SMA-US57-S02,SMA,100.71.65.4,100.71.65.4,210235383610EB003535,VRP,s5700S-28P-LI-AC
MH-MUM-PWP,MH-MUM-PWP-B1-ST-MHU-C45X-S01,MHU,100.70.253.107,null,JAE215102XK,XE,cat4500X16
MP-BPL-RP4,MP-BPL-RP4-C3-ST-CCE-US57-S01,CCE,100.71.66.210,100.71.66.210,21980105673GK1001778,VRP,s5720-12TP-LI-AC
MH-MUM-PWP,MH-MUM-PWP-B1-ST-MBS-US57-S01,MBS,100.70.253.106,100.70.253.106,21023538368YJ1003465,VRP,s5700S-28P-LI-AC
MP-BPL-BPL,MP-BPL-BPL-T2-ST-SMA-US57-S01,SMA,100.71.65.3,100.71.65.3,210235383610EB003496,VRP,s5700S-28P-LI-AC
MH-MUM-PWP,MH-MUM-PWP-B1-ST-MLU-UF57-S01,MLU,100.70.253.109,100.70.253.109,21980105118YK5000026,VRP,s5700-28P-LI-24S-BAT
MP-BPL-OJ7,MP-BPL-OJ7-C3-ST-CCE-UL8T-S01,CCE,100.71.6.94,100.71.6.94,2S2210010416,VRP,S5735-L8T4S-A1
KA-BLR-EC4,KA-BLR-EC4-C3-ST-CCE-U572-S01,CCE,100.72.6.75,100.72.6.75,21980105673GK6001030,VRP,s5720-12TP-LI-AC
KA-BLR-IA2,KA-BLR-IA2-C3-ST-CCE-U572-S01,CCE,100.72.6.79,100.72.6.79,21980105673GL9001113,VRP,s5720-12TP-LI-AC
MP-BPL-B28,MP-BPL-B28-C3-ST-CCE-E12T-S01,CCE,100.71.66.212,100.71.66.212,EC2345003838,EdgeCOS,ECS4100-12T
MH-MUM-LOC,MH-MUM-LOC-B1-ST-MLU-UF57-S01,MLU,100.70.253.130,100.70.253.130,21980105118YJ7000013,VRP,s5700-28P-LI-24S-BAT
MH-MUM-MCS,MH-MUM-MCS-B1-AL-MME-C54Q-R01,MME,100.70.253.11,null,NA,XR,ciscoN54024Z8Q2CM
KA-BLR-BT3,KA-BLR-BT3-C3-ST-CCE-U572-S01,CCE,100.72.6.81,100.72.6.81,21980105673GJC003414,VRP,s5720-12TP-LI-AC
MP-SBO-RH2,MP-SBO-RH2-C3-ST-CCE-US57-S01,CCE,100.71.66.67,100.71.66.67,21980105673GJ4003132,VRP,s5720-12TP-LI-AC
KA-BLR-LP8,KA-BLR-LP8-C3-ST-CCE-UL8T-S01,CCE,100.72.6.83,100.72.6.83,4E2160049917,VRP,S5735-L8T4S-A1
MP-BPL-SO4,MP-BPL-SO4-C3-ST-CCE-UL8T-S02,CCE,100.71.83.2,100.71.83.2,2S2210010959,VRP,S5735-L8T4S-A1
MP-BPL-F88,MP-BPL-F88-C3-ST-CCE-E12T-S01,CCE,100.71.66.211,100.71.66.211,EC2322002291,EdgeCOS,ECS4100-12T
MP-BPL-K06,MP-BPL-K06-C3-ST-CCE-E12T-S01,CCE,100.71.83.3,100.71.83.3,EC2337001444,EdgeCOS,ECS4100-12T
MP-BPL-Y30,MP-BPL-Y30-C3-ST-CCE-E12T-S01,CCE,100.71.66.213,100.71.66.213,EC2345003619,EdgeCOS,ECS4100-12T
MP-BPL-U12,MP-BPL-U12-C3-ST-CCE-E12T-S01,CCE,100.71.83.4,100.71.83.4,EC2341000579,EdgeCOS,ECS4100-12T
MH-MUM-LOC,MH-MUM-LOC-B1-ST-MHU-U28X-S01,MHU,100.70.253.131,100.70.253.131,2102357675DMH1000231,VRP,s5701-28X-LI-AC
KA-BLR-SW5,KA-BLR-SW5-C3-ST-CCE-UL8X-S01,CCE,100.72.6.80,100.72.6.80,4E2290005956,VRP,NA
KA-BLR-DT2,KA-BLR-DT2-C3-ST-CCE-U572-S01,CCE,100.72.6.82,100.72.6.82,21980105673GK7001982,VRP,s5720-12TP-LI-AC
MP-SBO-SXH,MP-SBO-SXH-B4-AL-ABS-U24X-S01,ABS,100.71.66.66,100.71.66.66,2S2190033255,VRP,S5735-L24T4X-D1
MP-BPL-L35,MP-BPL-L35-C3-ST-CCE-E12T-S01,CCE,100.71.83.5,100.71.83.5,EC2341000781,EdgeCOS,ECS4100-12T
MP-BPL-I89,MP-BPL-I89-C3-ST-CCE-E12T-S01,CCE,100.71.83.8,100.71.83.8,EC2344000991,EdgeCOS,ECS4100-12T
MP-BPL-J20,MP-BPL-J20-C3-ST-CCE-E12T-S01,CCE,100.71.83.7,100.71.83.7,EC2344000971,EdgeCOS,ECS4100-12T
TN-MAA-B90,TN-MAA-B90-C3-ST-CCE-U572-S01,CCE,100.70.230.51,100.70.230.51,21980105673GJ8000518,VRP,s5720-12TP-LI-AC
KA-BLR-G34,KA-BLR-G34-C3-ST-CCE-E12T-S01,CCE,100.72.6.86,100.72.6.86,EC2337001355,EdgeCOS,ECS4100-12T
KA-BLR-OO6,KA-BLR-OO6-C3-ST-CCE-UL8T-S01,CCE,100.72.6.84,100.72.6.84,21980112842SM6501586,VRP,S5735-L8T4S-A1
KA-BLR-OR3,KA-BLR-OR3-C3-ST-CCE-UL8T-S01,CCE,100.72.6.99,100.72.6.99,21980112842SM6501460,VRP,S5735-L8T4S-A1
TN-MAA-A06,TN-MAA-A06-C3-ST-CCE-E12T-S01,CCE,100.70.230.52,100.70.230.52,EC2337001366,EdgeCOS,ECS4100-12T
MH-MUM-NWI,MH-MUM-NWI-B1-ST-MLU-U28X-S01,MLU,100.70.253.147,100.70.253.147,2102357675DMH6000047,VRP,s5701-28X-LI-AC
MH-MUM-NWI,MH-MUM-NWI-B1-ST-MLU-US57-S02,MLU,100.70.253.146,100.70.253.146,21023538368YJ1003005,VRP,s5700S-28P-LI-AC
MP-CWR-TS9,MP-CWR-TS9-C3-ST-CCE-U572-S01,CCE,100.71.87.250,100.71.87.250,21980105673GKC000569,VRP,s5720-12TP-LI-AC
MP-DRM-DHW,MP-DRM-DHW-T3-WT-SBS-UC57-S01,SBS,100.71.87.154,100.71.87.154,21980105368YF5001878,VRP,s5700-28TP-LI-AC
TN-MAA-X21,TN-MAA-X21-C3-ST-CCE-U572-S01,CCE,100.70.230.54,100.70.230.54,21980105673GHC002801,VRP,s5720-12TP-LI-AC
KA-BLR-BC4,KA-BLR-BC4-C3-ST-CCE-U572-S01,CCE,100.72.7.10,100.72.7.10,21980105673GJ9002472,VRP,s5720-12TP-LI-AC
MP-CWR-N21,MP-CWR-N21-C3-ST-CCE-US57-S01,CCE,100.71.87.251,100.71.87.251,21980105673GJ9001143,VRP,s5720-12TP-LI-AC
MH-MUM-NWI,MH-MUM-NWI-B1-ST-MLU-UF57-S01,MLU,100.70.253.148,100.70.253.148,21980105118YH6000040,VRP,s5700-28P-LI-24S-BAT
TN-MAA-U99,TN-MAA-U99-C3-ST-CCE-E12T-S01,CCE,100.70.230.58,100.70.230.58,EC2345003547,EdgeCOS,ECS4100-12T
MP-AUP-SB8,MP-AUP-SB8-C3-ST-CCE-E12T-S01,CCE,100.71.90.131,100.71.90.131,EC2247003339,EdgeCOS,ECS4100-12T
MH-MUM-NWI,MH-MUM-NWI-B1-ST-MHU-C45X-S01,MHU,100.70.253.149,null,JAE232905TM,XE,cat4500X16
MH-MUM-OBI,MH-MUM-OBI-B1-ST-MLU-US57-S02,MLU,100.70.253.155,100.70.253.155,21023538368YJ1004228,VRP,s5700S-28P-LI-AC
MH-MUM-OBI,MH-MUM-OBI-B1-ST-MLU-UF57-S01,MLU,100.70.253.154,100.70.253.154,21980105118YJA000066,VRP,s5700-28P-LI-24S-BAT
MH-MUM-SXD,MH-MUM-SXD-B1-AL-MBS-US57-S01,MBS,100.70.253.163,100.70.253.163,21023538368YJ1002915,VRP,s5700S-28P-LI-AC
MP-JAB-RS6,MP-JAB-RS6-C3-ST-CCE-UL8X-S01,CCE,100.71.90.34,100.71.90.34,2S21A0011592,VRP,S5735-L8T4S-A1
TN-MAA-OW6,TN-MAA-OW6-C3-ST-CCE-UL8T-S01,CCE,100.70.230.6,100.70.230.6,4E2150025264,VRP,S5735-L8T4S-A1
MP-JAB-D42,MP-JAB-D42-C3-ST-CCE-E12T-S01,CCE,100.71.90.38,100.71.90.38,EC2345003881,EdgeCOS,ECS4100-12T
TN-MAA-H19,TN-MAA-H19-C3-ST-CCE-E12T-S01,CCE,100.70.230.60,100.70.230.60,EC2345003813,EdgeCOS,ECS4100-12T
MP-JAB-K07,MP-JAB-K07-C3-ST-CCE-E12T-S01,CCE,100.71.90.36,100.71.90.36,EC2337001428,EdgeCOS,ECS4100-12T
MP-JAB-J07,MP-JAB-J07-C3-ST-CCE-E12T-S01,CCE,100.71.90.37,100.71.90.37,EC2341000719,EdgeCOS,ECS4100-12T
MH-MUM-SXD,MH-MUM-SXD-B1-AL-MHU-C950-S01,MHU,100.70.253.164,null,FDO264325UD,XE,ciscoCat950024Y4C
KA-BLR-G97,KA-BLR-G97-C3-ST-CCE-U572-S01,CCE,100.72.7.11,100.72.7.11,21980105673GH7000024,VRP,s5720-12TP-LI-AC
MH-MUM-CUG,MH-MUM-CUG-B4-AL-SBS-US57-S01,SBS,100.70.253.165,100.70.253.165,21023538368YJ3001980,VRP,s5700S-28P-LI-AC
MH-MUM-OBI,MH-MUM-OBI-B1-ST-MHU-C45X-S01,MHU,100.70.253.156,null,JAE195006T8,XE,cat4500X16
TN-MAA-P65,TN-MAA-P65-C3-ST-CCE-E12T-S01,CCE,100.70.230.59,100.70.230.59,EC2345003706,EdgeCOS,ECS4100-12T
MP-AUP-APM,MP-AUP-APM-B3-AL-ABS-US57-S01,ABS,100.71.90.130,100.71.90.130,21023538368YJ3001661,VRP,s5700S-28P-LI-AC
MP-UJJ-W48,MP-UJJ-W48-C3-ST-CCE-UL8X-S01,CCE,100.71.92.202,100.71.92.202,4E22C0082367,VRP,NA
TN-MAA-I18,TN-MAA-I18-C3-ST-CCE-E12T-S01,CCE,100.70.230.61,100.70.230.61,EC2345003739,EdgeCOS,ECS4100-12T
TN-MAA-O93,TN-MAA-O93-C3-ST-CCE-E12T-S01,CCE,100.70.230.56,100.70.230.56,EC2345003788,EdgeCOS,ECS4100-12T
TN-MAA-X05,TN-MAA-X05-C3-ST-CCE-E12T-S01,CCE,100.70.230.62,100.70.230.62,EC2404000423,EdgeCOS,ECS4100-12T
MH-MUM-GOP,MH-MUM-GOP-B1-ST-MBS-US57-S01,MBS,100.70.253.186,100.70.253.186,21023538368YH5005776,VRP,s5700S-28P-LI-AC
TN-MAA-K28,TN-MAA-K28-C3-ST-CCE-E12T-S01,CCE,100.70.230.65,100.70.230.65,EC2404000296,EdgeCOS,ECS4100-12T
KA-BLR-RN8,KA-BLR-RN8-C3-ST-CCE-E12T-S01,CCE,100.72.7.13,100.72.7.13,EC2247003303,EdgeCOS,ECS4100-12T
TN-MAA-I54,TN-MAA-I54-C3-ST-CCE-E12T-S01,CCE,100.70.230.64,100.70.230.64,EC2345003802,EdgeCOS,ECS4100-12T
MH-MUM-JUP,MH-MUM-JUP-B1-ST-MME-C54Q-R01,MME,100.70.253.2,null,NA,XR,ciscoN54024Z8Q2CM
KA-BLR-SQ4,KA-BLR-SQ4-C3-ST-CCE-UL8X-S01,CCE,100.72.7.12,100.72.7.12,4E21B0352721,VRP,NA
MP-JRH-TH4,MP-JRH-TH4-C3-ST-CCE-US57-S01,CCE,100.71.92.82,100.71.92.82,21980105673GJ8000184,VRP,s5720-12TP-LI-AC
TN-MAA-H65,TN-MAA-H65-C3-ST-CCE-E12T-S01,CCE,100.70.230.67,100.70.230.67,EC2404000385,EdgeCOS,ECS4100-12T
MH-MUM-GKI,MH-MUM-GKI-B4-IW-ABS-US57-S01,ABS,100.70.253.195,100.70.253.195,21023538368YJ3001048,VRP,s5700S-28P-LI-AC
KA-BLR-EX9,KA-BLR-EX9-C3-ST-CCE-U572-S01,CCE,100.72.7.131,100.72.7.131,21980105673GK9003312,VRP,s5720-12TP-LI-AC
TN-MAA-B15,TN-MAA-B15-C3-ST-CCE-E12T-S01,CCE,100.70.230.63,100.70.230.63,EC2404000347,EdgeCOS,ECS4100-12T
MH-MUM-HKY,MH-MUM-HKY-B1-ST-MLU-UF57-S01,MLU,100.70.253.202,100.70.253.202,21980105118YH7000335,VRP,s5700-28P-LI-24S-BAT
KA-BLR-EA7,KA-BLR-EA7-C3-ST-CCE-U572-S01,CCE,100.72.7.130,100.72.7.130,21980105673GK6001964,VRP,s5720-12TP-LI-AC
TN-MAA-L69,TN-MAA-L69-C3-ST-CCE-E12T-S01,CCE,100.70.230.68,100.70.230.68,EC2404000448,EdgeCOS,ECS4100-12T
TN-MAA-Y03,TN-MAA-Y03-C3-ST-CCE-E12T-S01,CCE,100.70.230.66,100.70.230.66,EC2345003654,EdgeCOS,ECS4100-12T
MH-MUM-KZI,MH-MUM-KZI-B1-ST-MLU-UF57-S01,MLU,100.70.253.211,100.70.253.211,21980105118YJA000140,VRP,s5700-28P-LI-24S-BAT
MH-MUM-HKY,MH-MUM-HKY-B1-ST-MHU-C45X-S01,MHU,100.70.253.203,null,JAE231607G6,XE,cat4500X16
TN-MAA-T83,TN-MAA-T83-C3-ST-CCE-E12T-S01,CCE,100.70.230.70,100.70.230.70,EC2404000452,EdgeCOS,ECS4100-12T
UP-NDA-NDO,UP-NDA-NDO-T1-ST-SEA-C385-S01,SEA,100.66.7.20,100.66.7.20,FOC1941U0JC,XE,cat385048
MP-JRH-U14,MP-JRH-U14-C3-ST-CCE-E12T-S01,CCE,100.71.92.83,100.71.92.83,EC2341000764,EdgeCOS,ECS4100-12T
KA-BLR-NF1,KA-BLR-NF1-C3-ST-CCE-UL8T-S01,CCE,100.72.7.133,100.72.7.133,4E2160054537,VRP,S5735-L8T4S-A1
MP-IND-SZK,MP-IND-SZK-B2-AL-MBS-UC57-S01,MBS,100.72.16.100,100.72.16.100,21980105098YKC000114,VRP,s5700-28P-LI-BAT
KA-BLR-U63,KA-BLR-U63-C3-ST-CCE-U572-S01,CCE,100.72.7.14,100.72.7.14,21980105673GJ1001340,VRP,s5720-12TP-LI-AC
MH-MUM-EXP,MH-MUM-EXP-B1-ST-MLU-UF57-S01,MLU,100.70.253.218,100.70.253.218,21980105118YK5000087,VRP,s5700-28P-LI-24S-BAT
KA-BLR-V88,KA-BLR-V88-C3-ST-CCE-E12T-S01,CCE,100.72.7.138,100.72.7.138,EC2322002294,EdgeCOS,ECS4100-12T
KA-BLR-W08,KA-BLR-W08-C3-ST-CCE-U572-S01,CCE,100.72.7.139,100.72.7.139,21980112842SM6501803,VRP,S5735-L8T4S-A1
TN-MAA-LH4,TN-MAA-LH4-C3-ST-CCE-UL8T-S01,CCE,100.70.230.8,100.70.230.8,4E2160077750,VRP,S5735-L8T4S-A1
UP-NDA-NDO,UP-NDA-NDO-T1-ST-SLU-US57-S03,SLU,100.66.7.21,100.66.7.21,21023538368YJ3001024,VRP,s5700S-28P-LI-AC
MH-MUM-ULM,MH-MUM-ULM-B1-ST-MBS-US57-S01,MBS,100.70.253.244,100.70.253.244,21023538368YH4000685,VRP,s5700S-28P-LI-AC
KA-BLR-H64,KA-BLR-H64-C3-ST-CCE-E12T-S01,CCE,100.72.7.140,100.72.7.140,EC2337001198,EdgeCOS,ECS4100-12T
UP-NDA-NDO,UP-NDA-NDO-T1-ST-SLU-US57-S05,SLU,100.66.7.22,100.66.7.22,21023538368YJ3001033,VRP,s5700S-28P-LI-AC
KA-BLR-X58,KA-BLR-X58-C3-ST-CCE-U572-S01,CCE,100.72.7.136,100.72.7.136,21980105673GJ4002747,VRP,s5720-12TP-LI-AC
